订单编码,订单日期,客户编码,所在区域,所在省份,所在地市,商品编号,订购数量,订购单价,金额,商品名称,商品小类,商品大类,销售单价,订单年份,订单月份,订单季度,订单星期,是否周末,单价差异,折扣率,区域编码,订单总金额
D27866,2025-08-06,S13716,东区,江苏省,淮安市,X091,708,214.0,151512.0,商品91,粉底,彩妆,214.0,2025,8,3,2,0,0.0,1.0,3.0,514372.0
D28995,2025-09-09,S15549,东区,江苏省,苏州市,X021,583,59.0,34397.0,商品21,眼霜,护肤品,59.0,2025,9,3,1,0,0.0,1.0,3.0,334549.0
D25101,2025-01-24,S17555,东区,湖北省,咸宁市,X072,1033,62.0,64046.0,商品72,防晒霜,护肤品,62.0,2025,1,1,4,0,0.0,1.0,3.0,1198389.0
D30584,2025-07-10,S12256,东区,浙江省,金华市,X079,188,128.0,24064.0,商品79,口红,彩妆,128.0,2025,7,3,3,0,0.0,1.0,3.0,658585.0
D22346,2025-05-19,S10438,东区,江苏省,苏州市,X063,2277,162.0,368874.0,商品63,隔离霜,护肤品,162.0,2025,5,2,0,0,0.0,1.0,3.0,823696.0
D25946,2025-08-09,S13487,东区,浙江省,绍兴市,X015,1117,151.0,168667.0,商品15,面膜,护肤品,151.0,2025,8,3,5,1,0.0,1.0,3.0,1228004.0
D25980,2025-08-20,S19123,北区,山东省,日照市,X018,17,212.0,3604.0,商品18,眼霜,护肤品,212.0,2025,8,3,2,0,0.0,1.0,1.0,392449.0
D24020,2025-04-09,S15361,南区,福建省,泉州市,X103,1587,202.0,320574.0,商品103,睫毛膏,彩妆,202.0,2025,4,2,2,0,0.0,1.0,2.0,320574.0
D30811,2025-05-09,S19095,东区,上海市,上海市,X037,790,195.0,154050.0,商品37,面霜,护肤品,195.0,2025,5,2,4,0,0.0,1.0,3.0,204045.0
D33072,2025-08-16,S20405,北区,山东省,青岛市,X080,350,72.0,25200.0,商品80,口红,彩妆,72.0,2025,8,3,5,1,0.0,1.0,1.0,153825.0
D24327,2025-02-16,S22350,南区,福建省,泉州市,X070,698,242.0,168916.0,商品70,防晒霜,护肤品,242.0,2025,2,1,6,1,0.0,1.0,2.0,897566.0
D26458,2025-09-16,S20124,北区,吉林省,长春市,X045,1054,205.0,216070.0,商品45,洁面乳,护肤品,205.0,2025,9,3,1,0,0.0,1.0,1.0,694645.0
D25059,2025-08-05,S21838,南区,福建省,泉州市,X088,771,125.0,96375.0,商品88,粉底,彩妆,125.0,2025,8,3,1,0,0.0,1.0,2.0,192945.0
D21900,2025-04-14,S14335,东区,浙江省,宁波市,X020,318,100.0,31800.0,商品20,眼霜,护肤品,100.0,2025,4,2,0,0,0.0,1.0,3.0,535276.0
D31965,2025-05-06,S19170,西 区,新疆维吾尔自治区,克拉玛依市,X041,1962,212.0,415944.0,商品41,洁面乳,护肤品,212.0,2025,5,2,1,0,0.0,1.0,0.0,941546.0
D22706,2025-04-04,S15863,北区,辽宁省,大连市,X027,1206,164.0,197784.0,商品27,面霜,护肤品,164.0,2025,4,2,4,0,0.0,1.0,1.0,1254539.0
D25984,2025-07-16,S22623,南区,广东省,广州市,X045,1798,205.0,368590.0,商品45,洁面乳,护肤品,205.0,2025,7,3,2,0,0.0,1.0,2.0,669427.0
D31008,2025-06-23,S21536,东区,浙江省,温州市,X042,346,159.0,55014.0,商品42,洁面乳,护肤品,159.0,2025,6,2,0,0,0.0,1.0,3.0,395284.0
D25363,2025-02-08,S21939,北区,山东省,淄博市,X014,16,86.0,1376.0,商品14,面膜,护肤品,86.0,2025,2,1,5,1,0.0,1.0,1.0,810627.0
D22978,2025-07-03,S22562,南区,广东省,汕头市,X026,850,101.0,85850.0,商品26,面霜,护肤品,101.0,2025,7,3,3,0,0.0,1.0,2.0,762215.0
D25157,2025-05-09,S20417,东区,湖北省,襄阳市,X011,1061,226.0,239786.0,商品11,面膜,护肤品,226.0,2025,5,2,4,0,0.0,1.0,3.0,841390.0
D23626,2025-05-06,S15125,北区,辽宁省,抚顺市,X007,710,213.0,151230.0,商品7,面膜,护肤品,213.0,2025,5,2,1,0,0.0,1.0,1.0,586093.0
D23844,2025-05-30,S19350,南区,福建省,泉州市,X062,1482,239.0,354198.0,商品62,隔离霜,护肤品,239.0,2025,5,2,4,0,0.0,1.0,2.0,376010.0
D33192,2025-09-24,S13498,北区,山东省,枣庄市,X077,917,247.0,226499.0,商品77,口红,彩妆,247.0,2025,9,3,2,0,0.0,1.0,1.0,268244.0
D33280,2025-05-14,S13119,东区,江苏省,苏州市,X059,935,56.0,52360.0,商品59,隔离霜,护肤品,56.0,2025,5,2,2,0,0.0,1.0,3.0,212050.0
D27650,2025-01-22,S13861,东区,上海市,上海市,X051,748,203.0,151844.0,商品51,爽肤水,护肤品,203.0,2025,1,1,2,0,0.0,1.0,3.0,773506.0
D26064,2025-04-21,S11602,东区,浙江省,金华市,X015,719,151.0,108569.0,商品15,面膜,护肤品,151.0,2025,4,2,0,0,0.0,1.0,3.0,483445.0
D22076,2025-05-17,S22391,东区,浙江省,台州市,X091,1556,214.0,332984.0,商品91,粉底,彩妆,214.0,2025,5,2,5,1,0.0,1.0,3.0,631488.0
D26636,2025-07-23,S23249,北区,山东省,烟台市,X056,1631,233.0,380023.0,商品56,爽肤水,护肤品,233.0,2025,7,3,2,0,0.0,1.0,1.0,714172.0
D25870,2025-06-28,S19095,东区,上海市,上海市,X079,1313,128.0,168064.0,商品79,口红,彩妆,128.0,2025,6,2,5,1,0.0,1.0,3.0,444283.0
D31094,2025-08-21,S17322,东区,江苏省,苏州市,X048,210,61.0,12810.0,商品48,爽肤水,护肤品,61.0,2025,8,3,3,0,0.0,1.0,3.0,227778.0
D27761,2025-09-27,S13712,东区,上海市,上海市,X085,590,233.0,137470.0,商品85,口红,彩妆,233.0,2025,9,3,5,1,0.0,1.0,3.0,878428.0
D27982,2025-04-03,S17841,北区,北京市,北京市,X097,806,56.0,45136.0,商品97,眼影,彩妆,56.0,2025,4,2,3,0,0.0,1.0,1.0,398248.0
D29051,2025-01-12,S20189,东区,浙江省,杭州市,X011,45,226.0,10170.0,商品11,面膜,护肤品,226.0,2025,1,1,6,1,0.0,1.0,3.0,731030.0
D21779,2025-09-17,S21939,北区,山东省,淄博市,X091,150,214.0,32100.0,商品91,粉底,彩妆,214.0,2025,9,3,2,0,0.0,1.0,1.0,243199.0
D25207,2025-08-11,S18395,西 区,陕西省,西安市,X085,1515,233.0,352995.0,商品85,口红,彩妆,233.0,2025,8,3,0,0,0.0,1.0,0.0,1287851.0
D21497,2025-08-02,S18936,东区,浙江省,宁波市,X016,1297,99.0,128403.0,商品16,面膜,护肤品,99.0,2025,8,3,5,1,0.0,1.0,3.0,716077.0
D27281,2025-05-05,S16310,东区,安徽省,宿州市,X080,612,72.0,44064.0,商品80,口红,彩妆,72.0,2025,5,2,0,0,0.0,1.0,3.0,471894.0
D23438,2025-04-16,S15128,东区,江苏省,南通市,X026,105,101.0,10605.0,商品26,面霜,护肤品,101.0,2025,4,2,2,0,0.0,1.0,3.0,226043.0
D21975,2025-08-10,S10580,东区,安徽省,宿州市,X034,1239,182.0,225498.0,商品34,面霜,护肤品,182.0,2025,8,3,6,1,0.0,1.0,3.0,282724.0
D30925,2025-08-17,S17399,东区,湖北省,湖北省直辖,X088,469,125.0,58625.0,商品88,粉底,彩妆,125.0,2025,8,3,6,1,0.0,1.0,3.0,626426.0
D24421,2025-04-15,S16129,南区,广东省,佛山市,X085,111,233.0,25863.0,商品85,口红,彩妆,233.0,2025,4,2,1,0,0.0,1.0,2.0,725055.0
D27820,2025-07-14,S20504,南区,广东省,中山市,X040,260,142.0,36920.0,商品40,面霜,护肤品,142.0,2025,7,3,0,0,0.0,1.0,2.0,159648.0
D23590,2025-08-07,S17675,东区,江苏省,苏州市,X001,1077,121.0,130317.0,商品1,面膜,护肤品,121.0,2025,8,3,3,0,0.0,1.0,3.0,656672.0
D27104,2025-02-02,S23249,北区,山东省,烟台市,X034,924,182.0,168168.0,商品34,面霜,护肤品,182.0,2025,2,1,6,1,0.0,1.0,1.0,314014.0
D31136,2025-07-28,S16639,北区,河南省,郑州市,X011,1315,226.0,297190.0,商品11,面膜,护肤品,226.0,2025,7,3,0,0,0.0,1.0,1.0,957569.0
D21150,2025-02-07,S15010,南区,福建省,漳州市,X055,1154,222.0,256188.0,商品55,爽肤水,护肤品,222.0,2025,2,1,4,0,0.0,1.0,2.0,566447.0
D26674,2025-05-01,S15128,东区,江苏省,南通市,X035,356,76.0,27056.0,商品35,面霜,护肤品,76.0,2025,5,2,3,0,0.0,1.0,3.0,942082.0
D23331,2025-07-01,S15591,南区,广东省,佛山市,X024,871,235.0,204685.0,商品24,眼霜,护肤品,235.0,2025,7,3,1,0,0.0,1.0,2.0,2060614.0
D30035,2025-09-09,S20293,东区,江苏省,南京市,X016,1692,99.0,167508.0,商品16,面膜,护肤品,99.0,2025,9,3,1,0,0.0,1.0,3.0,220520.0
D27994,2025-08-18,S13578,东区,上海市,上海市,X002,308,141.0,43428.0,商品2,面膜,护肤品,141.0,2025,8,3,0,0,0.0,1.0,3.0,390221.0
D22899,2025-04-25,S17656,东区,安徽省,阜阳市,X095,1204,107.0,128828.0,商品95,眼影,彩妆,107.0,2025,4,2,4,0,0.0,1.0,3.0,1143846.0
D24030,2025-01-07,S18003,南区,福建省,泉州市,X019,329,210.0,69090.0,商品19,眼霜,护肤品,210.0,2025,1,1,1,0,0.0,1.0,2.0,1236623.0
D30417,2025-04-08,S21595,西 区,四川省,自贡市,X061,975,203.0,197925.0,商品61,隔离霜,护肤品,203.0,2025,4,2,1,0,0.0,1.0,0.0,577350.0
D27652,2025-04-01,S22796,东区,浙江省,台州市,X068,400,225.0,90000.0,商品68,防晒霜,护肤品,225.0,2025,4,2,1,0,0.0,1.0,3.0,554954.0
D24309,2025-06-07,S17046,西 区,四川省,遂宁市,X002,742,141.0,104622.0,商品2,面膜,护肤品,141.0,2025,6,2,5,1,0.0,1.0,0.0,607298.0
D23550,2025-04-10,S17985,北区,山东省,淄博市,X092,1265,67.0,84755.0,商品92,粉底,彩妆,67.0,2025,4,2,3,0,0.0,1.0,1.0,479715.0
D26909,2025-02-03,S19982,东区,安徽省,黄山市,X047,1513,192.0,290496.0,商品47,爽肤水,护肤品,192.0,2025,2,1,0,0,0.0,1.0,3.0,1244554.0
D23348,2025-01-14,S16573,西 区,陕西省,宝鸡市,X110,489,204.0,99756.0,商品110,睫毛膏,彩妆,204.0,2025,1,1,1,0,0.0,1.0,0.0,873323.0
D23538,2025-02-23,S15969,西 区,陕西省,西安市,X017,737,213.0,156981.0,商品17,眼霜,护肤品,213.0,2025,2,1,6,1,0.0,1.0,0.0,452653.0
D31029,2025-09-05,S19956,东区,浙江省,绍兴市,X038,1487,102.0,151674.0,商品38,面霜,护肤品,102.0,2025,9,3,4,0,0.0,1.0,3.0,459188.0
D27059,2025-01-04,S15966,南区,福建省,厦门市,X074,1437,87.0,125019.0,商品74,防晒霜,护肤品,87.0,2025,1,1,5,1,0.0,1.0,2.0,761431.0
D31247,2025-06-22,S21514,南区,广东省,深圳市,X024,466,235.0,109510.0,商品24,眼霜,护肤品,235.0,2025,6,2,6,1,0.0,1.0,2.0,198921.0
D30034,2025-06-18,S11028,东区,上海市,上海市,X024,1340,235.0,314900.0,商品24,眼霜,护肤品,235.0,2025,6,2,2,0,0.0,1.0,3.0,922154.0
D21183,2025-08-30,S22553,东区,上海市,上海市,X085,1477,233.0,344141.0,商品85,口红,彩妆,233.0,2025,8,3,5,1,0.0,1.0,3.0,1575925.0
D22524,2025-08-14,S11874,南区,广东省,深圳市,X056,1425,233.0,332025.0,商品56,爽肤水,护肤品,233.0,2025,8,3,3,0,0.0,1.0,2.0,1477561.0
D24442,2025-07-25,S21933,西 区,四川省,自贡市,X059,1302,56.0,72912.0,商品59,隔离霜,护肤品,56.0,2025,7,3,4,0,0.0,1.0,0.0,287100.0
D23974,2025-06-04,S22272,北区,河南省,商丘市,X078,879,116.0,101964.0,商品78,口红,彩妆,116.0,2025,6,2,2,0,0.0,1.0,1.0,616905.0
D31754,2025-09-02,S21747,南区,广东省,深圳市,X048,217,61.0,13237.0,商品48,爽肤水,护肤品,61.0,2025,9,3,1,0,0.0,1.0,2.0,562499.0
D33529,2025-08-28,S17622,南区,江西省,南昌市,X028,669,140.0,93660.0,商品28,面霜,护肤品,140.0,2025,8,3,3,0,0.0,1.0,2.0,484201.0
D26835,2025-04-07,S17325,西 区,四川省,德阳市,X067,624,212.0,132288.0,商品67,隔离霜,护肤品,212.0,2025,4,2,0,0,0.0,1.0,0.0,314016.0
D26582,2025-02-15,S20663,东区,江苏省,镇江市,X047,766,192.0,147072.0,商品47,爽肤水,护肤品,192.0,2025,2,1,5,1,0.0,1.0,3.0,336029.0
D27974,2025-07-14,S21685,南区,广西壮族自治区,柳州市,X061,1399,203.0,283997.0,商品61,隔离霜,护肤品,203.0,2025,7,3,0,0,0.0,1.0,2.0,524096.0
D25287,2025-07-15,S13106,北区,山东省,青岛市,X067,1667,212.0,353404.0,商品67,隔离霜,护肤品,212.0,2025,7,3,1,0,0.0,1.0,1.0,718098.0
D25368,2025-07-10,S16943,北区,吉林省,长春市,X069,1869,251.0,469119.0,商品69,防晒霜,护肤品,251.0,2025,7,3,3,0,0.0,1.0,1.0,644609.0
D24295,2025-07-05,S22126,东区,江苏省,无锡市,X080,1035,72.0,74520.0,商品80,口红,彩妆,72.0,2025,7,3,5,1,0.0,1.0,3.0,790978.0
D32624,2025-04-11,S15036,东区,江苏省,宿迁市,X038,945,102.0,96390.0,商品38,面霜,护肤品,102.0,2025,4,2,4,0,0.0,1.0,3.0,365676.0
D29355,2025-04-12,S10902,北区,吉林省,延边朝鲜族自治州,X002,1186,141.0,167226.0,商品2,面膜,护肤品,141.0,2025,4,2,5,1,0.0,1.0,1.0,377312.0
D33444,2025-05-05,S13664,南区,福建省,莆田市,X024,778,235.0,182830.0,商品24,眼霜,护肤品,235.0,2025,5,2,0,0,0.0,1.0,2.0,772603.0
D24286,2025-09-07,S19170,西 区,新疆维吾尔自治区,克拉玛依市,X016,113,99.0,11187.0,商品16,面膜,护肤品,99.0,2025,9,3,6,1,0.0,1.0,0.0,484673.0
D32512,2025-09-15,S16365,南区,广东省,湛江市,X028,1084,140.0,151760.0,商品28,面霜,护肤品,140.0,2025,9,3,0,0,0.0,1.0,2.0,548802.0
D24063,2025-04-23,S13535,西 区,重庆市,重庆市,X015,775,151.0,117025.0,商品15,面膜,护肤品,151.0,2025,4,2,2,0,0.0,1.0,0.0,1003683.0
D24277,2025-01-02,S11871,西 区,云南省,昆明市,X040,818,142.0,116156.0,商品40,面霜,护肤品,142.0,2025,1,1,3,0,0.0,1.0,0.0,584464.0
D31273,2025-06-01,S11581,东区,江苏省,南京市,X068,891,225.0,200475.0,商品68,防晒霜,护肤品,225.0,2025,6,2,6,1,0.0,1.0,3.0,846054.0
D31419,2025-06-17,S22814,东区,浙江省,杭州市,X045,1460,205.0,299300.0,商品45,洁面乳,护肤品,205.0,2025,6,2,1,0,0.0,1.0,3.0,378714.0
D24355,2025-09-19,S22968,东区,湖北省,孝感市,X102,208,160.0,33280.0,商品102,睫毛膏,彩妆,160.0,2025,9,3,4,0,0.0,1.0,3.0,314224.0
D23233,2025-07-10,S17903,东区,浙江省,丽水市,X017,770,213.0,164010.0,商品17,眼霜,护肤品,213.0,2025,7,3,3,0,0.0,1.0,3.0,508524.0
D28404,2025-07-15,S22161,东区,湖北省,武汉市,X064,1409,150.0,211350.0,商品64,隔离霜,护肤品,150.0,2025,7,3,1,0,0.0,1.0,3.0,924751.0
D24895,2025-06-30,S20162,西 区,四川省,成都市,X014,1521,86.0,130806.0,商品14,面膜,护肤品,86.0,2025,6,2,0,0,0.0,1.0,0.0,253458.0
D25339,2025-09-20,S22268,北区,山东省,东营市,X023,511,235.0,120085.0,商品23,眼霜,护肤品,235.0,2025,9,3,5,1,0.0,1.0,1.0,589345.0
D26154,2025-06-18,S15283,东区,浙江省,绍兴市,X022,685,158.0,108230.0,商品22,眼霜,护肤品,158.0,2025,6,2,2,0,0.0,1.0,3.0,469134.0
D24189,2025-05-05,S15283,东区,浙江省,绍兴市,X035,78,76.0,5928.0,商品35,面霜,护肤品,76.0,2025,5,2,0,0,0.0,1.0,3.0,510364.0
D31942,2025-05-28,S16672,北区,河北省,承德市,X023,386,235.0,90710.0,商品23,眼霜,护肤品,235.0,2025,5,2,2,0,0.0,1.0,1.0,112038.0
D31212,2025-09-22,S10419,南区,广东省,佛山市,X088,1417,125.0,177125.0,商品88,粉底,彩妆,125.0,2025,9,3,0,0,0.0,1.0,2.0,1296767.0
D33010,2025-05-10,S20342,北区,山东省,菏泽市,X023,948,235.0,222780.0,商品23,眼霜,护肤品,235.0,2025,5,2,5,1,0.0,1.0,1.0,771142.0
D28990,2025-07-05,S15852,东区,江苏省,无锡市,X027,138,164.0,22632.0,商品27,面霜,护肤品,164.0,2025,7,3,5,1,0.0,1.0,3.0,487953.0
D32921,2025-07-03,S20834,西 区,新疆维吾尔自治区,伊犁哈萨克自治州,X005,541,185.0,100085.0,商品5,面膜,护肤品,185.0,2025,7,3,3,0,0.0,1.0,0.0,361549.0
D22416,2025-09-12,S15187,北区,北京市,北京市,X022,385,158.0,60830.0,商品22,眼霜,护肤品,158.0,2025,9,3,4,0,0.0,1.0,1.0,590487.0
D31302,2025-08-21,S22695,南区,湖南省,常德市,X092,1269,67.0,85023.0,商品92,粉底,彩妆,67.0,2025,8,3,3,0,0.0,1.0,2.0,115880.0
D21507,2025-09-03,S22854,东区,江苏省,苏州市,X013,278,164.0,45592.0,商品13,面膜,护肤品,164.0,2025,9,3,2,0,0.0,1.0,3.0,537003.0
D21113,2025-09-16,S14947,南区,广东省,深圳市,X038,734,102.0,74868.0,商品38,面霜,护肤品,102.0,2025,9,3,1,0,0.0,1.0,2.0,1431383.0
D21719,2025-04-13,S11874,南区,广东省,深圳市,X088,348,125.0,43500.0,商品88,粉底,彩妆,125.0,2025,4,2,6,1,0.0,1.0,2.0,226856.0
D30353,2025-04-08,S14250,东区,江苏省,无锡市,X027,608,164.0,99712.0,商品27,面霜,护肤品,164.0,2025,4,2,1,0,0.0,1.0,3.0,286136.0
D32287,2025-04-07,S22887,南区,江西省,九江市,X091,1515,214.0,324210.0,商品91,粉底,彩妆,214.0,2025,4,2,0,0,0.0,1.0,2.0,692616.0
D31048,2025-09-24,S19891,北区,黑龙江省,哈尔滨市,X092,1200,67.0,80400.0,商品92,粉底,彩妆,67.0,2025,9,3,2,0,0.0,1.0,1.0,265140.0
D30658,2025-08-01,S10989,南区,福建省,泉州市,X078,793,116.0,91988.0,商品78,口红,彩妆,116.0,2025,8,3,4,0,0.0,1.0,2.0,91988.0
D21426,2025-07-17,S19726,西 区,陕西省,咸阳市,X010,100,58.0,5800.0,商品10,面膜,护肤品,58.0,2025,7,3,3,0,0.0,1.0,0.0,394535.0
D28291,2025-04-07,S19309,南区,广东省,深圳市,X070,11,242.0,2662.0,商品70,防晒霜,护肤品,242.0,2025,4,2,0,0,0.0,1.0,2.0,1130307.0
D23315,2025-01-30,S15535,东区,江苏省,南京市,X037,1259,195.0,245505.0,商品37,面霜,护肤品,195.0,2025,1,1,3,0,0.0,1.0,3.0,876837.0
D26276,2025-05-29,S15966,南区,福建省,厦门市,X025,1191,102.0,121482.0,商品25,眼霜,护肤品,102.0,2025,5,2,3,0,0.0,1.0,2.0,1008756.0
D25055,2025-07-07,S18978,东区,浙江省,杭州市,X079,173,128.0,22144.0,商品79,口红,彩妆,128.0,2025,7,3,0,0,0.0,1.0,3.0,713273.0
D27471,2025-05-14,S22773,东区,江苏省,苏州市,X026,816,101.0,82416.0,商品26,面霜,护肤品,101.0,2025,5,2,2,0,0.0,1.0,3.0,376545.0
D25899,2025-08-06,S14775,南区,广东省,深圳市,X046,534,241.0,128694.0,商品46,洁面乳,护肤品,241.0,2025,8,3,2,0,0.0,1.0,2.0,1163571.0
D26467,2025-06-04,S22152,东区,江苏省,南通市,X030,1201,237.0,284637.0,商品30,面霜,护肤品,237.0,2025,6,2,2,0,0.0,1.0,3.0,1214713.0
D29604,2025-09-08,S13734,北区,山东省,德州市,X069,1901,251.0,477151.0,商品69,防晒霜,护肤品,251.0,2025,9,3,0,0,0.0,1.0,1.0,479077.0
D30065,2025-07-01,S23247,北区,河北省,承德市,X001,485,121.0,58685.0,商品1,面膜,护肤品,121.0,2025,7,3,1,0,0.0,1.0,1.0,228647.0
D26901,2025-04-27,S18819,西 区,重庆市,重庆市,X008,478,119.0,56882.0,商品8,面膜,护肤品,119.0,2025,4,2,6,1,0.0,1.0,0.0,769105.0
D31093,2025-07-18,S15352,西 区,重庆市,重庆市,X065,1143,140.0,160020.0,商品65,隔离霜,护肤品,140.0,2025,7,3,4,0,0.0,1.0,0.0,694732.0
D30458,2025-07-06,S10580,东区,安徽省,宿州市,X050,792,143.0,113256.0,商品50,爽肤水,护肤品,143.0,2025,7,3,6,1,0.0,1.0,3.0,785589.0
D23288,2025-05-19,S15116,南区,广东省,清远市,X022,497,158.0,78526.0,商品22,眼霜,护肤品,158.0,2025,5,2,0,0,0.0,1.0,2.0,641826.0
D27919,2025-01-09,S23047,北区,辽宁省,葫芦岛市,X061,995,203.0,202585.0,商品61,隔离霜,护肤品,203.0,2025,1,1,3,0,0.0,1.0,1.0,462198.0
D25965,2025-05-21,S21059,东区,江苏省,泰州市,X094,844,94.0,79336.0,商品94,粉底,彩妆,94.0,2025,5,2,2,0,0.0,1.0,3.0,616006.0
D21317,2025-06-13,S21701,南区,广西壮族自治区,百色市,X024,1224,235.0,287640.0,商品24,眼霜,护肤品,235.0,2025,6,2,4,0,0.0,1.0,2.0,741758.0
D22585,2025-07-06,S11955,西 区,四川省,自贡市,X064,716,150.0,107400.0,商品64,隔离霜,护肤品,150.0,2025,7,3,6,1,0.0,1.0,0.0,514264.0
D27316,2025-08-29,S20000,南区,福建省,南平市,X007,968,213.0,206184.0,商品7,面膜,护肤品,213.0,2025,8,3,4,0,0.0,1.0,2.0,559003.0
D26219,2025-06-14,S10430,北区,河北省,保定市,X100,1311,80.0,104880.0,商品100,眼影,彩妆,80.0,2025,6,2,5,1,0.0,1.0,1.0,750738.0
D27735,2025-04-14,S13440,东区,江苏省,扬州市,X005,1467,185.0,271395.0,商品5,面膜,护肤品,185.0,2025,4,2,0,0,0.0,1.0,3.0,519973.0
D27039,2025-02-01,S19890,南区,广东省,汕尾市,X040,443,142.0,62906.0,商品40,面霜,护肤品,142.0,2025,2,1,5,1,0.0,1.0,2.0,830737.0
D29288,2025-08-18,S22659,北区,黑龙江省,哈尔滨市,X035,1213,76.0,92188.0,商品35,面霜,护肤品,76.0,2025,8,3,0,0,0.0,1.0,1.0,775224.0
D21596,2025-08-01,S22743,东区,浙江省,温州市,X002,1264,141.0,178224.0,商品2,面膜,护肤品,141.0,2025,8,3,4,0,0.0,1.0,3.0,1710889.0
D33282,2025-06-25,S17229,北区,山西省,大同市,X050,525,143.0,75075.0,商品50,爽肤水,护肤品,143.0,2025,6,2,2,0,0.0,1.0,1.0,75075.0
D23661,2025-04-13,S15014,西 区,重庆市,重庆市,X018,381,212.0,80772.0,商品18,眼霜,护肤品,212.0,2025,4,2,6,1,0.0,1.0,0.0,1301868.0
D25958,2025-04-14,S14412,南区,广西壮族自治区,玉林市,X006,1603,159.0,254877.0,商品6,面膜,护肤品,159.0,2025,4,2,0,0,0.0,1.0,2.0,1034296.0
D28099,2025-05-18,S12347,西 区,陕西省,宝鸡市,X031,545,86.0,46870.0,商品31,面霜,护肤品,86.0,2025,5,2,6,1,0.0,1.0,0.0,1015065.0
D30914,2025-08-04,S15527,北区,河南省,洛阳市,X085,258,233.0,60114.0,商品85,口红,彩妆,233.0,2025,8,3,0,0,0.0,1.0,1.0,527189.0
D29188,2025-02-01,S22297,西 区,四川省,广安市,X047,817,192.0,156864.0,商品47,爽肤水,护肤品,192.0,2025,2,1,5,1,0.0,1.0,0.0,811716.0
D30415,2025-08-23,S11996,西 区,宁夏回族自治区,银川市,X067,523,212.0,110876.0,商品67,隔离霜,护肤品,212.0,2025,8,3,5,1,0.0,1.0,0.0,459560.0
D25472,2025-02-15,S11205,南区,湖南省,长沙市,X034,715,182.0,130130.0,商品34,面霜,护肤品,182.0,2025,2,1,5,1,0.0,1.0,2.0,914434.0
D23490,2025-08-18,S21747,南区,广东省,深圳市,X062,663,239.0,158457.0,商品62,隔离霜,护肤品,239.0,2025,8,3,0,0,0.0,1.0,2.0,538273.0
D33413,2025-01-08,S16940,东区,湖北省,武汉市,X061,1001,203.0,203203.0,商品61,隔离霜,护肤品,203.0,2025,1,1,2,0,0.0,1.0,3.0,279311.0
D24936,2025-06-10,S14250,东区,江苏省,无锡市,X036,991,99.0,98109.0,商品36,面霜,护肤品,99.0,2025,6,2,1,0,0.0,1.0,3.0,743072.0
D25071,2025-06-10,S12770,南区,福建省,福州市,X005,1072,185.0,198320.0,商品5,面膜,护肤品,185.0,2025,6,2,1,0,0.0,1.0,2.0,339563.0
D24360,2025-07-04,S18979,东区,浙江省,宁波市,X021,1156,59.0,68204.0,商品21,眼霜,护肤品,59.0,2025,7,3,4,0,0.0,1.0,3.0,1191535.0
D23725,2025-04-11,S20644,东区,江苏省,苏州市,X045,1786,205.0,366130.0,商品45,洁面乳,护肤品,205.0,2025,4,2,4,0,0.0,1.0,3.0,620987.0
D29208,2025-08-03,S17953,北区,河北省,秦皇岛市,X088,810,125.0,101250.0,商品88,粉底,彩妆,125.0,2025,8,3,6,1,0.0,1.0,1.0,150300.0
D24850,2025-07-06,S18884,西 区,甘肃省,兰州市,X025,1044,102.0,106488.0,商品25,眼霜,护肤品,102.0,2025,7,3,6,1,0.0,1.0,0.0,590020.0
D23765,2025-09-21,S10594,东区,浙江省,杭州市,X075,637,126.0,80262.0,商品75,防晒霜,护肤品,126.0,2025,9,3,6,1,0.0,1.0,3.0,787096.0
D31353,2025-02-25,S16170,南区,福建省,泉州市,X047,644,192.0,123648.0,商品47,爽肤水,护肤品,192.0,2025,2,1,1,0,0.0,1.0,2.0,565467.0
D24223,2025-05-09,S12848,西 区,云南省,昆明市,X011,976,226.0,220576.0,商品11,面膜,护肤品,226.0,2025,5,2,4,0,0.0,1.0,0.0,857352.0
D28794,2025-08-07,S10011,北区,山东省,潍坊市,X031,1274,86.0,109564.0,商品31,面霜,护肤品,86.0,2025,8,3,3,0,0.0,1.0,1.0,233539.0
D23761,2025-01-14,S10098,南区,广西壮族自治区,柳州市,X073,1205,209.0,251845.0,商品73,防晒霜,护肤品,209.0,2025,1,1,1,0,0.0,1.0,2.0,925094.0
D30595,2025-08-04,S20141,南区,湖南省,长沙市,X049,599,226.0,135374.0,商品49,爽肤水,护肤品,226.0,2025,8,3,0,0,0.0,1.0,2.0,528297.0
D21469,2025-04-15,S10274,西 区,陕西省,咸阳市,X075,17,126.0,2142.0,商品75,防晒霜,护肤品,126.0,2025,4,2,1,0,0.0,1.0,0.0,172043.0
D22456,2025-08-08,S12106,南区,湖南省,怀化市,X026,259,101.0,26159.0,商品26,面霜,护肤品,101.0,2025,8,3,4,0,0.0,1.0,2.0,61043.0
D32096,2025-08-05,S20083,东区,安徽省,宿州市,X025,768,102.0,78336.0,商品25,眼霜,护肤品,102.0,2025,8,3,1,0,0.0,1.0,3.0,882158.0
D21365,2025-04-29,S13701,北区,山东省,潍坊市,X048,753,61.0,45933.0,商品48,爽肤水,护肤品,61.0,2025,4,2,1,0,0.0,1.0,1.0,680502.0
D22778,2025-06-08,S17841,北区,北京市,北京市,X038,927,102.0,94554.0,商品38,面霜,护肤品,102.0,2025,6,2,6,1,0.0,1.0,1.0,1324671.0
